strategy_id,strategy_name,strategy_category,hypothesis,best_variation,total_variations,valid_variations,selection_mode,cagr,total_return,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,consistency_score,beat_benchmark,total_trades,profit_factor,score,parameter_stability,oos_best_variation,oos_validation_score,oos_test_score,oos_test_mean_excess,oos_test_consistency,walk_forward_score,walk_forward_mean_excess,walk_forward_windows
base_breakout_low_debt,Base Breakout (Low Debt (DE)),multi_factor,Tight bases followed by volume breakouts lead to sustained trend moves. This effect is stronger among low-debt stocks.,base_breakout_low_debt_basePeriod20_breakoutPct2.0_max0.8,18,2,walk_forward,9.97,41.71,0.45,1.08,-17.06,0.58,36.3,52.4,20,201,0.91,-0.6585,0.647,"",0.0,0.0,0.0,0.0,0.5456,-1.65,21
rsi_macd_combo_liquid,RSI + MACD Momentum (High Liquidity),momentum,Momentum signals are stronger when RSI and MACD agree on direction. This effect is stronger in highly liquid stocks.,rsi_macd_combo_liquid_period14_oversold30_fastPeriod12_slowPeriod24_minDailyValue1000000000,48,1,walk_forward,2.37,8.98,-0.12,-0.27,-11.74,0.2,35.3,50.0,16,153,1.03,-0.6933,0.0,"",0.0,0.0,0.0,0.0,-inf,-3.88,10
vpt_momentum_syariah,Volume Price Trend (Syariah),volume,VPT momentum suggests demand pressure that sustains price trends. This effect is stronger within the syariah universe.,vpt_momentum_syariah_maxHoldingDays30_percent15,9,1,walk_forward,37.14,218.34,0.85,2.87,-29.36,1.26,39.8,61.9,23,432,1.34,-0.697,0.0,"",0.0,0.0,0.0,0.0,11.1373,8.17,28
parabolic_sar_value_pe,Parabolic SAR Trend (Value (PE)),multi_factor,Parabolic SAR flips track trend changes efficiently in trending markets. This effect is stronger among low-PE stocks.,parabolic_sar_value_pe_afMax0.15_afStep0.02_max12,12,12,walk_forward,18.08,83.93,0.56,1.19,-24.91,0.73,35.7,57.1,24,347,0.91,-0.7043,0.796,"",0.0,0.0,0.0,0.0,3.0877,2.99,29
donchian_breakout_largecap,Donchian Breakout (Large Cap),breakout,Breaks above multi-week highs tend to continue as shorts cover and momentum traders enter. This effect is stronger in large-cap stocks.,donchian_breakout_largecap_period30_maxHoldingDays30_percent15,27,5,walk_forward,7.22,29.14,0.33,0.61,-27.78,0.26,36.2,64.3,22,356,0.96,-0.7465,0.698,"",0.0,0.0,0.0,0.0,12.9764,6.29,27
volatility_breakout_largecap,Volatility Breakout (Large Cap),breakout,Volatility spikes often mark the start of directional moves. This effect is stronger in large-cap stocks.,volatility_breakout_largecap_period30_multiplier1.5_maxHoldingDays30_percent15,81,14,walk_forward,5.93,23.53,0.38,0.75,-18.96,0.31,36.2,52.4,21,287,1.08,-0.7717,0.575,"",0.0,0.0,0.0,0.0,3.7629,0.16,33
base_breakout_base,Base Breakout (Baseline),breakout,Tight bases followed by volume breakouts lead to sustained trend moves.,base_breakout_base_basePeriod20_breakoutPct1.5_maxHoldingDays30_percent25,54,22,walk_forward,4.96,19.42,0.22,0.37,-23.27,0.21,33.0,57.1,22,200,0.97,-0.7955,0.556,"",0.0,0.0,0.0,0.0,-1.1114,-1.07,28
macd_crossover_base,MACD Crossover Momentum (Baseline),momentum,MACD bullish cross captures momentum shifts that persist in the medium term.,macd_crossover_base_fastPeriod12_slowPeriod26_signalPeriod12,8,1,walk_forward,26.91,139.6,0.78,1.91,-28.54,0.94,38.0,61.9,23,363,1.07,-0.8364,0.0,"",0.0,0.0,0.0,0.0,5.3896,4.32,26
keltner_oversold_value_pe,Keltner Channel Oversold (Value (PE)),multi_factor,Touches of the lower Keltner Channel often precede mean reversion in range-bound markets. This effect is stronger among low-PE stocks.,keltner_oversold_value_pe_period30_atrPeriod14_multiplier2.0_max8,81,25,walk_forward,4.65,18.15,0.14,0.25,-20.69,0.22,39.1,50.0,22,253,1.1,-0.8503,0.59,"",0.0,0.0,0.0,0.0,-inf,1.53,34
pivot_support_value_pe,Pivot Support Bounce (Value (PE)),multi_factor,Prices tend to bounce after testing pivot support levels due to order clustering. This effect is stronger among low-PE stocks.,pivot_support_value_pe_max12,3,2,walk_forward,24.48,123.17,0.74,2.52,-19.88,1.23,37.4,54.8,19,348,0.87,-0.8807,0.798,"",0.0,0.0,0.0,0.0,0.1407,2.12,25
stoch_oversold_largecap,Stochastic Oversold Bounce (Large Cap),mean_reversion,Oversold stochastic readings signal short-term mean reversion as momentum resets. This effect is stronger in large-cap stocks.,stoch_oversold_largecap_kPeriod10_oversold30_dPeriod3_signalWindow7,72,4,walk_forward,18.34,85.44,0.73,1.92,-22.64,0.81,44.3,57.1,21,910,1.16,-0.9078,0.698,"",0.0,0.0,0.0,0.0,4.5147,5.93,28
stoch_oversold_vol_regime,Stochastic Oversold + Vol Regime,mean_reversion,Mean reversion improves when oversold signals align with volatility regimes.,stoch_oversold_vol_regime_kPeriod20_oversold30_signalWindow7_modeLOW_VOL_period20_lookback60,216,3,walk_forward,-0.34,-1.23,0.13,0.2,-22.96,0.01,40.0,61.9,22,707,0.98,-0.9465,0.605,"",0.0,0.0,0.0,0.0,3.092,1.02,34
climax_volume,Climax Volume,volume,Climax volume after a selloff can signal capitulation and reversal.,climax_volume_maxHoldingDays21_percent22,9,6,walk_forward,2.66,10.12,0.19,0.24,-25.45,0.1,31.3,59.5,24,233,1.02,-0.9971,0.819,"",0.0,0.0,0.0,0.0,0.8387,-0.7,31
donchian_breakout_liquid,Donchian Breakout (High Liquidity),breakout,Breaks above multi-week highs tend to continue as shorts cover and momentum traders enter. This effect is stronger in highly liquid stocks.,donchian_breakout_liquid_period30_minDailyValue1000000000_maxHoldingDays30_percent25,81,8,walk_forward,3.77,14.51,0.25,0.6,-24.08,0.16,30.7,54.8,22,290,0.91,-1.0116,0.605,"",0.0,0.0,0.0,0.0,1.3405,-1.81,29
vpt_momentum_low_debt,Volume Price Trend (Low Debt (DE)),multi_factor,VPT momentum suggests demand pressure that sustains price trends. This effect is stronger among low-debt stocks.,vpt_momentum_low_debt_max0.4,3,2,walk_forward,30.06,162.16,0.69,2.11,-28.97,1.04,35.4,57.1,23,480,1.24,-1.0128,0.955,"",0.0,0.0,0.0,0.0,11.9218,15.0,22
keltner_oversold_value_pe_atr_risk,Keltner Oversold + ATR Risk (Value PE),multi_factor,ATR-based exits improve mean-reversion risk control in low-PE names.,keltner_oversold_value_pe_atr_risk_period20_atrPeriod7_multiplier2.0_max12_atrMultiplier2.0_riskRewardRatio2.0,729,291,walk_forward,5.47,21.56,0.25,0.49,-21.68,0.25,43.0,57.1,20,242,1.11,-1.0462,0.572,"",0.0,0.0,0.0,0.0,-inf,3.18,34
volume_spike_liquid,Volume Spike (High Liquidity),volume,Unusual volume signals informed participation and continuation risk/reward. This effect is stronger in highly liquid stocks.,volume_spike_liquid_period10_threshold2.0_minDailyValue1000000000_maxHoldingDays30_percent18,162,36,walk_forward,13.46,58.91,0.59,1.28,-27.1,0.5,34.7,61.9,21,346,0.95,-1.1174,0.592,"",0.0,0.0,0.0,0.0,4.7094,0.85,34
base_breakout_liquid,Base Breakout (High Liquidity),breakout,Tight bases followed by volume breakouts lead to sustained trend moves. This effect is stronger in highly liquid stocks.,base_breakout_liquid_basePeriod30_breakoutPct2.5_minDailyValue1000000000_maxHoldingDays30_percent25,162,29,walk_forward,-2.32,-8.23,-0.08,-0.15,-20.87,0.11,27.9,52.4,21,140,0.77,-1.1601,0.64,"",0.0,0.0,0.0,0.0,-inf,-1.19,26
macd_crossover_syariah,MACD Crossover Momentum (Syariah),momentum,MACD bullish cross captures momentum shifts that persist in the medium term. This effect is stronger within the syariah universe.,macd_crossover_syariah_fastPeriod12_slowPeriod26_signalPeriod12,8,1,walk_forward,24.27,121.8,0.63,1.89,-27.11,0.9,41.1,52.4,21,319,1.25,-1.227,0.0,"",0.0,0.0,0.0,0.0,11.2565,0.32,19
volatility_regime_high,Volatility Regime High,regime,High-volatility regimes favor mean reversion and fast profit-taking.,volatility_regime_high_v0,1,1,walk_forward,16.75,76.46,0.42,1.04,-25.32,0.66,34.6,52.4,21,211,1.25,-1.2893,0.0,"",0.0,0.0,0.0,0.0,-inf,3.1,16
rsi_oversold_value_pe,RSI Oversold Bounce (Value (PE)),multi_factor,"After sharp short-term declines, prices mean-revert as selling pressure exhausts. This effect is stronger among low-PE stocks.",rsi_oversold_value_pe_period10_oversold35_max8,27,4,walk_forward,6.55,26.18,0.18,0.38,-20.62,0.32,37.3,52.4,17,332,1.07,-1.2914,0.534,"",0.0,0.0,0.0,0.0,-inf,-0.94,26
rsi_macd_combo_syariah,RSI + MACD Momentum (Syariah),momentum,Momentum signals are stronger when RSI and MACD agree on direction. This effect is stronger within the syariah universe.,rsi_macd_combo_syariah_period20_oversold35_fastPeriod10_slowPeriod24,16,3,walk_forward,6.63,26.54,0.25,0.59,-19.05,0.35,35.8,52.4,18,229,1.09,-1.3186,0.547,"",0.0,0.0,0.0,0.0,-inf,-5.94,24
sma_trend_low_debt,SMA Trend Filter (Low Debt (DE)),multi_factor,Staying aligned with the prevailing SMA trend improves win rate. This effect is stronger among low-debt stocks.,sma_trend_low_debt_shortPeriod30_longPeriod50_max0.8,12,4,walk_forward,27.07,140.69,0.79,3.62,-22.37,1.21,35.9,54.8,19,384,1.3,-1.3269,0.587,"",0.0,0.0,0.0,0.0,9.7396,9.57,32
volatility_breakout_liquid,Volatility Breakout (High Liquidity),breakout,Volatility spikes often mark the start of directional moves. This effect is stronger in highly liquid stocks.,volatility_breakout_liquid_period30_multiplier1.5_minDailyValue2000000000_maxHoldingDays30_percent15,243,30,walk_forward,6.26,24.95,0.26,0.48,-22.23,0.28,36.7,50.0,19,319,1.09,-1.3326,0.616,"",0.0,0.0,0.0,0.0,1.22,0.73,29
stoch_oversold_base,Stochastic Oversold Bounce (Baseline),mean_reversion,Oversold stochastic readings signal short-term mean reversion as momentum resets.,stoch_oversold_base_kPeriod20_oversold30_dPeriod5_signalWindow3,72,12,walk_forward,-0.98,-3.55,0.07,0.13,-23.03,0.04,39.7,52.4,20,625,0.96,-1.3437,0.676,"",0.0,0.0,0.0,0.0,3.8015,4.28,31
stoch_oversold_value_pe,Stochastic Oversold Bounce (Value (PE)),multi_factor,Oversold stochastic readings signal short-term mean reversion as momentum resets. This effect is stronger among low-PE stocks.,stoch_oversold_value_pe_kPeriod20_oversold30_dPeriod3_max12_signalWindow7,216,99,walk_forward,3.04,11.59,0.14,0.25,-21.75,0.14,36.4,54.8,18,319,0.96,-1.3507,0.532,"",0.0,0.0,0.0,0.0,5.3365,2.16,34
sma_trend_liquid,SMA Trend Filter (High Liquidity),trend,Staying aligned with the prevailing SMA trend improves win rate. This effect is stronger in highly liquid stocks.,sma_trend_liquid_shortPeriod20_longPeriod50_minDailyValue1000000000_maxHoldingDays60_percent25,108,84,walk_forward,19.74,93.58,0.77,2.27,-27.77,0.71,28.3,61.9,21,205,0.9,-1.3836,0.551,"",0.0,0.0,0.0,0.0,2.12,6.85,34
obv_trend_low_debt,OBV Trend (Low Debt (DE)),multi_factor,OBV uptrends reveal accumulation that precedes price moves. This effect is stronger among low-debt stocks.,obv_trend_low_debt_max0.6,3,2,walk_forward,29.5,158.03,0.67,2.62,-25.7,1.15,35.5,57.1,21,437,1.23,-1.3921,0.69,"",0.0,0.0,0.0,0.0,9.8111,9.64,28
seasonality_month_start,Seasonality Month Start,seasonality,Month-start flows create systematic strength in the first 3 trading days.,seasonality_month_start_v0,1,1,walk_forward,-2.76,-9.75,0.12,0.24,-27.66,0.1,36.5,52.4,22,605,0.87,-1.4537,0.0,"",0.0,0.0,0.0,0.0,5.2721,1.94,25
vpt_momentum_value_pe,Volume Price Trend (Value (PE)),multi_factor,VPT momentum suggests demand pressure that sustains price trends. This effect is stronger among low-PE stocks.,vpt_momentum_value_pe_max15,3,3,walk_forward,18.86,88.42,0.57,1.41,-26.51,0.71,35.6,57.1,19,365,0.89,-1.5764,0.724,"",0.0,0.0,0.0,0.0,6.6071,4.29,26
ema_crossover_liquid,EMA Crossover Trend (High Liquidity),trend,EMA crossovers capture trend accelerations earlier than SMA-based signals. This effect is stronger in highly liquid stocks.,ema_crossover_liquid_shortPeriod8_longPeriod20_minDailyValue1000000000_maxHoldingDays60_percent20,108,48,walk_forward,8.49,34.84,0.35,0.65,-29.08,0.29,28.4,59.5,21,215,0.91,-1.6449,0.676,"",0.0,0.0,0.0,0.0,5.1859,1.98,30
sma_crossover_syariah_atr_risk,SMA Crossover + ATR Risk (Syariah),trend,ATR-based exits reduce regime-dependent risk for SMA trend strategies.,sma_crossover_syariah_atr_risk_shortPeriod20_longPeriod50_atrMultiplier2.5_riskRewardRatio2.0_maxHoldingDays30,162,65,walk_forward,2.42,9.16,0.16,0.36,-20.35,0.12,38.3,52.4,19,214,0.93,-1.6683,0.511,"",0.0,0.0,0.0,0.0,6.3115,2.95,34
macd_crossover_value_pbv,MACD Crossover Momentum (Value (PBV)),multi_factor,MACD bullish cross captures momentum shifts that persist in the medium term. This effect is stronger among low-PBV stocks.,macd_crossover_value_pbv_fastPeriod12_slowPeriod26_signalPeriod12_max1.6,24,5,walk_forward,0.62,2.29,0.05,0.12,-21.46,0.03,33.8,52.4,16,308,0.81,-1.7859,0.649,"",0.0,0.0,0.0,0.0,1.3894,-0.54,27
rsi_oversold_low_debt,RSI Oversold Bounce (Low Debt (DE)),multi_factor,"After sharp short-term declines, prices mean-revert as selling pressure exhausts. This effect is stronger among low-debt stocks.",rsi_oversold_low_debt_period14_oversold35_max0.6,27,1,walk_forward,1.81,6.8,-0.08,-0.14,-22.24,0.08,35.5,50.0,18,296,0.96,-1.7967,0.0,"",0.0,0.0,0.0,0.0,-inf,-3.05,13
parabolic_sar_liquid,Parabolic SAR Trend (High Liquidity),trend,Parabolic SAR flips track trend changes efficiently in trending markets. This effect is stronger in highly liquid stocks.,parabolic_sar_liquid_afMax0.15_afStep0.02_minDailyValue1000000000_maxHoldingDays60_percent20,108,12,walk_forward,10.76,45.45,0.31,0.63,-22.46,0.48,28.4,54.8,16,190,0.68,-1.8227,1.0,"",0.0,0.0,0.0,0.0,-inf,-1.86,27
obv_trend_syariah,OBV Trend (Syariah),volume,OBV uptrends reveal accumulation that precedes price moves. This effect is stronger within the syariah universe.,obv_trend_syariah_maxHoldingDays21_percent22,9,1,walk_forward,50.96,352.66,0.88,4.0,-29.43,1.73,34.7,59.5,19,415,1.48,-1.9348,0.0,"",0.0,0.0,0.0,0.0,12.1202,12.35,22
stoch_oversold_syariah,Stochastic Oversold Bounce (Syariah),mean_reversion,Oversold stochastic readings signal short-term mean reversion as momentum resets. This effect is stronger within the syariah universe.,stoch_oversold_syariah_kPeriod20_oversold25_dPeriod5_signalWindow7,72,11,walk_forward,8.29,33.91,0.41,1.06,-23.83,0.35,43.1,54.8,17,789,1.08,-1.9532,0.674,"",0.0,0.0,0.0,0.0,3.481,2.33,33
rsi_macd_combo_value_pbv,RSI + MACD Momentum (Value (PBV)),multi_factor,Momentum signals are stronger when RSI and MACD agree on direction. This effect is stronger among low-PBV stocks.,rsi_macd_combo_value_pbv_period14_oversold35_fastPeriod12_slowPeriod24_max1.2,48,8,walk_forward,-2.17,-7.73,-0.07,-0.09,-21.39,0.1,30.8,50.0,18,159,0.78,-1.9993,0.63,"",0.0,0.0,0.0,0.0,-inf,-1.64,23
base_breakout_value_pe,Base Breakout (Value (PE)),multi_factor,Tight bases followed by volume breakouts lead to sustained trend moves. This effect is stronger among low-PE stocks.,base_breakout_value_pe_basePeriod20_breakoutPct2.5_max12,18,3,walk_forward,1.85,6.94,0.09,0.13,-23.66,0.08,32.6,50.0,17,187,0.78,-2.1337,0.839,"",0.0,0.0,0.0,0.0,-1.2268,-0.4,25
donchian_breakout_syariah,Donchian Breakout (Syariah),breakout,Breaks above multi-week highs tend to continue as shorts cover and momentum traders enter. This effect is stronger within the syariah universe.,donchian_breakout_syariah_period15_maxHoldingDays15_percent20,27,13,walk_forward,33.22,186.29,0.66,2.67,-29.81,1.11,41.6,52.4,20,473,1.38,-2.1454,0.447,"",0.0,0.0,0.0,0.0,15.7261,6.86,29
pivot_support_low_debt,Pivot Support Bounce (Low Debt (DE)),multi_factor,Prices tend to bounce after testing pivot support levels due to order clustering. This effect is stronger among low-debt stocks.,pivot_support_low_debt_max0.6_signalWindow5,16,5,walk_forward,30.6,166.13,0.67,2.12,-27.27,1.12,34.6,57.1,20,431,1.15,-2.2499,0.516,"",0.0,0.0,0.0,0.0,8.2927,7.31,25
rsi_macd_combo_low_debt,RSI + MACD Momentum (Low Debt (DE)),multi_factor,Momentum signals are stronger when RSI and MACD agree on direction. This effect is stronger among low-debt stocks.,rsi_macd_combo_low_debt_period14_oversold35_fastPeriod12_slowPeriod24_max0.6,48,6,walk_forward,2.81,10.69,0.03,0.06,-24.37,0.12,33.7,54.8,15,178,0.94,-2.2552,0.73,"",0.0,0.0,0.0,0.0,-inf,-4.29,25
rsi_macd_combo_value_pe,RSI + MACD Momentum (Value (PE)),multi_factor,Momentum signals are stronger when RSI and MACD agree on direction. This effect is stronger among low-PE stocks.,rsi_macd_combo_value_pe_period20_oversold30_fastPeriod10_slowPeriod24_max8,48,7,walk_forward,2.41,9.11,0.07,0.09,-24.89,0.1,36.8,50.0,15,106,0.97,-2.2623,0.517,"",0.0,0.0,0.0,0.0,-inf,-1.21,17
volatility_breakout_value_pe,Volatility Breakout (Value (PE)),multi_factor,Volatility spikes often mark the start of directional moves. This effect is stronger among low-PE stocks.,volatility_breakout_value_pe_period15_multiplier1.5_max12,27,2,walk_forward,28.68,152.1,0.57,1.87,-29.64,0.97,38.0,52.4,16,303,1.43,-2.6796,0.737,"",0.0,0.0,0.0,0.0,7.4382,9.61,19
donchian_breakout_value_pe,Donchian Breakout (Value (PE)),multi_factor,Breaks above multi-week highs tend to continue as shorts cover and momentum traders enter. This effect is stronger among low-PE stocks.,donchian_breakout_value_pe_period30_max15,9,1,walk_forward,8.07,32.9,0.22,0.45,-29.07,0.28,35.6,50.0,16,309,0.99,-3.3084,0.0,"",0.0,0.0,0.0,0.0,13.4966,4.61,16
